1	8	45
1	9	35
1	10	25
1	11	15
1	12	10
1	13	5
1	13	55
1	14	45
1	15	30
1	16	15
2	8	45
2	9	35
2	10	25
2	11	15
2	12	10
2	13	5
2	13	55
2	14	45
2	15	30
2	16	15
3	8	45
3	9	35
3	10	25
3	11	15
3	12	10
3	13	5
3	13	55
3	14	45
3	15	30
3	16	15
4	8	45
4	9	35
4	10	25
4	11	15
4	12	10
4	13	5
4	13	55
4	14	45
4	15	30
4	16	15
5	8	45
5	9	35
5	10	25
5	11	15
5	12	10
5	13	5
5	13	55
5	14	45
5	15	30
5	16	15
